scenario,year,n_models,mmm_K,std_K
ssp370,1982,1,-0.11225911319519355,
ssp370,1983,1,-0.1026239959625741,
ssp370,1984,1,-0.10810793434717425,
ssp370,1985,1,-0.1804159455482477,
ssp370,1986,1,-0.00425533633148234,
ssp370,1987,1,-0.019675829831896863,
ssp370,1988,1,-0.03725227884007154,
ssp370,1989,1,0.11908629634757517,
ssp370,1990,1,0.25567222722116867,
ssp370,1991,1,0.07074470316780435,
ssp370,1992,1,-0.1756739945519712,
ssp370,1993,1,0.025617232748118113,
ssp370,1994,1,0.20126973903552425,
ssp370,1995,1,0.19246092640787538,
ssp370,1996,1,0.32492906878860595,
ssp370,1997,1,0.41549300430875746,
ssp370,1998,1,0.5816579593507072,
ssp370,1999,1,0.5310365971535589,
ssp370,2000,1,0.6016115581046506,
ssp370,2001,1,0.6237840704511086,
ssp370,2002,1,0.7639796548580193,
ssp370,2003,1,0.6419432715290441,
ssp370,2004,1,0.6495932059906977,
ssp370,2005,1,0.7044244918395179,
ssp370,2006,1,0.6567822411237216,
ssp370,2007,1,0.7290329670522055,
ssp370,2008,1,0.809713983904544,
ssp370,2009,1,0.8397285508034429,
ssp370,2010,1,0.8908571520128135,
ssp370,2011,1,0.9478013451388279,
ssp370,2012,1,0.9066197325826124,
ssp370,2013,1,0.9914005777719126,
ssp370,2014,1,1.0411547339276694,
ssp370,2015,1,1.102337681085146,
ssp370,2016,1,1.0876451787427186,
ssp370,2017,1,1.2356145294628504,
ssp370,2018,1,1.321352558392391,
ssp370,2019,1,1.3542599882625268,
ssp370,2020,1,1.3234274347338442,
ssp370,2021,1,1.2763107766263602,
ssp370,2022,1,1.368907873740909,
ssp370,2023,1,1.356178441766474,
ssp370,2024,1,1.6496889312271605,
ssp370,2025,1,1.8489185818982037,
ssp370,2026,1,1.8016745036675843,
ssp370,2027,1,1.8158300322921832,
ssp370,2028,1,1.78983880886085,
ssp370,2029,1,1.7048733732822257,
ssp370,2030,1,1.8608652581263527,
ssp370,2031,1,2.1533077769279885,
ssp370,2032,1,2.16201882687011,
ssp370,2033,1,1.9185909927257967,
ssp370,2034,1,2.19958427547067,
ssp370,2035,1,2.2374662870255975,
ssp370,2036,1,2.3261954043313153,
ssp370,2037,1,2.3433643794965633,
ssp370,2038,1,2.4099718357819597,
ssp370,2039,1,2.424248694490643,
ssp370,2040,1,2.4935031400325443,
ssp370,2041,1,2.4634094584001787,
ssp370,2042,1,2.4843127615405933,
ssp370,2043,1,2.5881562631818724,
ssp370,2044,1,2.6153508669261214,
ssp370,2045,1,2.792716205300792,
ssp370,2046,1,2.9515794391390386,
ssp370,2047,1,2.8664295762210372,
ssp370,2048,1,2.9391004258603175,
ssp370,2049,1,3.0379516563876905,
ssp370,2050,1,3.069713395343342,
ssp370,2051,1,2.9800531523683844,
ssp370,2052,1,3.0756041458481604,
ssp370,2053,1,3.2323409445579614,
ssp370,2054,1,3.1520850642866094,
ssp370,2055,1,3.2893854942107623,
ssp370,2056,1,3.2997632350616755,
ssp370,2057,1,3.503635156518669,
ssp370,2058,1,3.6035288130809704,
ssp370,2059,1,3.522380834657042,
ssp370,2060,1,3.4871507387279053,
ssp370,2061,1,3.511230540764757,
ssp370,2062,1,3.5058316260992797,
ssp370,2063,1,3.5399298093817606,
ssp370,2064,1,3.738479745082884,
ssp370,2065,1,3.7557453266591097,
ssp370,2066,1,3.711855820110543,
ssp370,2067,1,3.8326009535144863,
ssp370,2068,1,3.9672077727925625,
ssp370,2069,1,4.037065506455463,
ssp370,2070,1,4.040638568850966,
ssp370,2071,1,4.048457325189872,
ssp370,2072,1,4.289541873941175,
ssp370,2073,1,4.26208182956691,
ssp370,2074,1,4.245974504181618,
ssp370,2075,1,4.3369378948547705,
ssp370,2076,1,4.383032631112769,
ssp370,2077,1,4.52737759455357,
ssp370,2078,1,4.5793440503068155,
ssp370,2079,1,4.517936147560192,
ssp370,2080,1,4.636993251952617,
ssp370,2081,1,4.897225073930144,
ssp370,2082,1,4.692420677439316,
ssp370,2083,1,4.83436464619308,
ssp370,2084,1,5.001145225813161,
ssp370,2085,1,5.189807729728386,
ssp370,2086,1,5.090704720014685,
ssp370,2087,1,5.066390744921023,
ssp370,2088,1,5.1148545026638885,
ssp370,2089,1,5.32178610312593,
ssp370,2090,1,5.4953889207658335,
ssp370,2091,1,5.559690167519761,
ssp370,2092,1,5.524524868727269,
ssp370,2093,1,5.626030152415581,
ssp370,2094,1,5.839991922232514,
ssp370,2095,1,5.819805003605097,
ssp370,2096,1,5.825444367541081,
ssp370,2097,1,6.050346576758386,
ssp370,2098,1,6.08312439513594,
ssp370,2099,1,6.121928136516146,
ssp370,2100,1,6.316813214239801,
ssp585,1850,1,-0.05288982386321095,
ssp585,1851,1,-0.04479966710022154,
ssp585,1852,1,0.04306578065944677,
ssp585,1853,1,0.10457507390032106,
ssp585,1854,1,0.03140865010254856,
ssp585,1855,1,-0.1037665160532697,
ssp585,1856,1,0.08593843165834869,
ssp585,1857,1,0.1079021266909308,
ssp585,1858,1,0.08814335182091781,
ssp585,1859,1,0.12041401504228588,
ssp585,1860,1,0.039187612727630494,
ssp585,1861,1,0.14036686616265115,
ssp585,1862,1,0.06367940105553771,
ssp585,1863,1,0.0867034997478413,
ssp585,1864,1,0.07391652011966698,
ssp585,1865,1,-0.10070764891520412,
ssp585,1866,1,-0.025090581658957944,
ssp585,1867,1,-0.014315174540854514,
ssp585,1868,1,-0.04331210430120791,
ssp585,1869,1,-0.21427624265197664,
ssp585,1870,1,-0.3119035772960501,
ssp585,1871,1,-0.14769021430396378,
ssp585,1872,1,0.11487344409118805,
ssp585,1873,1,0.15558480591045054,
ssp585,1874,1,-0.043125624736035206,
ssp585,1875,1,-0.07662652177253904,
ssp585,1876,1,-0.048166742000603335,
ssp585,1877,1,0.07981585343787856,
ssp585,1878,1,0.21579971869260817,
ssp585,1879,1,0.02359627742345083,
ssp585,1880,1,0.030332812903566264,
ssp585,1881,1,-0.036925926860305935,
ssp585,1882,1,0.036794812897596785,
ssp585,1883,1,0.07744914734092845,
ssp585,1884,1,-0.21771293572015793,
ssp585,1885,1,-0.24653206265071503,
ssp585,1886,1,-0.18379762264203237,
ssp585,1887,1,-0.09187083034458965,
ssp585,1888,1,0.06305316027209074,
ssp585,1889,1,0.027143859282830363,
ssp585,1890,1,-0.017071615734096213,
ssp585,1891,1,0.18490590647678573,
ssp585,1892,1,0.17720233310313915,
ssp585,1893,1,-0.105363147967239,
ssp585,1894,1,-0.0525635296243081,
ssp585,1895,1,0.011952928678908847,
ssp585,1896,1,0.07871866622247126,
ssp585,1897,1,-0.03291357260644645,
ssp585,1898,1,0.010440801835727598,
ssp585,1899,1,-0.06795210762322768,
ssp585,1900,1,0.006407932709862507,
ssp585,1901,1,-0.13999135762372816,
ssp585,1902,1,-0.022938542277927354,
ssp585,1903,1,-0.026512789937271464,
ssp585,1904,1,-0.13519348238372686,
ssp585,1905,1,-0.0799286943771449,
ssp585,1906,1,-0.0995679949079431,
ssp585,1907,1,0.06456215418074862,
ssp585,1908,1,0.02518245938108521,
ssp585,1909,1,-0.02464437009410858,
ssp585,1910,1,-0.04942945666527976,
ssp585,1911,1,-0.00750424583941367,
ssp585,1912,1,-0.07356175853971081,
ssp585,1913,1,-0.00171495503764163,
ssp585,1914,1,0.10655213803767083,
ssp585,1915,1,0.1234956757966188,
ssp585,1916,1,-0.00024230863112961742,
ssp585,1917,1,-0.08918900372543703,
ssp585,1918,1,0.008930152926552637,
ssp585,1919,1,0.12881084665667686,
ssp585,1920,1,0.028305210183646068,
ssp585,1921,1,-0.10861911751499065,
ssp585,1922,1,-0.10213281136822161,
ssp585,1923,1,-0.07083119621398737,
ssp585,1924,1,0.07622542980112712,
ssp585,1925,1,0.07080626850108729,
ssp585,1926,1,0.043078557123749306,
ssp585,1927,1,-0.09512408405072392,
ssp585,1928,1,-0.02016328935059164,
ssp585,1929,1,-0.026028732699501234,
ssp585,1930,1,0.06777893226075093,
ssp585,1931,1,-0.10224684566310316,
ssp585,1932,1,-0.07711300015546385,
ssp585,1933,1,-0.05612679992560743,
ssp585,1934,1,-0.10861479667613594,
ssp585,1935,1,-0.061595895563641534,
ssp585,1936,1,0.07290232339153135,
ssp585,1937,1,-0.20521837070020865,
ssp585,1938,1,-0.21407023512733758,
ssp585,1939,1,-0.0443142530990599,
ssp585,1940,1,-0.1433082633997742,
ssp585,1941,1,-0.07494876195494271,
ssp585,1942,1,0.09461211617627896,
ssp585,1943,1,-0.09895924869954342,
ssp585,1944,1,0.032246204011016744,
ssp585,1945,1,-0.11264986171767077,
ssp585,1946,1,-0.05728850226347504,
ssp585,1947,1,0.05481315636666295,
ssp585,1948,1,0.011425580668969815,
ssp585,1949,1,-0.1668104434912152,
ssp585,1950,1,-0.21143854843614918,
ssp585,1951,1,-0.20547743968040777,
ssp585,1952,1,-0.13083276185636805,
ssp585,1953,1,-0.08379800956777217,
ssp585,1954,1,0.1864505071650342,
ssp585,1955,1,0.019877875902295727,
ssp585,1956,1,0.07313123096781737,
ssp585,1957,1,0.031416803969420926,
ssp585,1958,1,0.10936971309087085,
ssp585,1959,1,-0.02417804953876157,
ssp585,1960,1,-0.028714110046166752,
ssp585,1961,1,-0.10655142890607294,
ssp585,1962,1,0.052577643865390655,
ssp585,1963,1,-0.17341312523166152,
ssp585,1964,1,-0.4548379181518385,
ssp585,1965,1,-0.26060809750708813,
ssp585,1966,1,-0.1625005495382652,
ssp585,1967,1,-0.32922283656722584,
ssp585,1968,1,-0.46352094805337174,
ssp585,1969,1,-0.3825018834605203,
ssp585,1970,1,-0.25499940839898727,
ssp585,1971,1,-0.33858406569493127,
ssp585,1972,1,-0.3375801509965868,
ssp585,1973,1,-0.34061731154247354,
ssp585,1974,1,-0.3561665507616567,
ssp585,1975,1,-0.22781517523077355,
ssp585,1976,1,-0.19528905386999895,
ssp585,1977,1,-0.23312623026544088,
ssp585,1978,1,-0.13525521657459194,
ssp585,1979,1,-0.21311515687165183,
ssp585,1980,1,-0.261475517523877,
ssp585,1981,1,-0.14088540046896014,
ssp585,1982,1,-0.11225911319519355,
ssp585,1983,1,-0.1026239959625741,
ssp585,1984,1,-0.10810793434717425,
ssp585,1985,1,-0.1804159455482477,
ssp585,1986,1,-0.00425533633148234,
ssp585,1987,1,-0.019675829831896863,
ssp585,1988,1,-0.03725227884007154,
ssp585,1989,1,0.11908629634757517,
ssp585,1990,1,0.25567222722116867,
ssp585,1991,1,0.07074470316780435,
ssp585,1992,1,-0.1756739945519712,
ssp585,1993,1,0.025617232748118113,
ssp585,1994,1,0.20126973903552425,
ssp585,1995,1,0.19246092640787538,
ssp585,1996,1,0.32492906878860595,
ssp585,1997,1,0.41549300430875746,
ssp585,1998,1,0.5816579593507072,
ssp585,1999,1,0.5310365971535589,
ssp585,2000,1,0.6016115581046506,
ssp585,2001,1,0.6237840704511086,
ssp585,2002,1,0.7639796548580193,
ssp585,2003,1,0.6419432715290441,
ssp585,2004,1,0.6495932059906977,
ssp585,2005,1,0.7044244918395179,
ssp585,2006,1,0.6567822411237216,
ssp585,2007,1,0.7290329670522055,
ssp585,2008,1,0.809713983904544,
ssp585,2009,1,0.8397285508034429,
ssp585,2010,1,0.8908571520128135,
ssp585,2011,1,0.9478013451388279,
ssp585,2012,1,0.9066197325826124,
ssp585,2013,1,0.9914005777719126,
ssp585,2014,1,1.0411547339276694,
ssp585,2015,1,1.1219792117151997,
ssp585,2016,1,1.1572194551042685,
ssp585,2017,1,1.08352635721684,
ssp585,2018,1,1.2405354838821268,
ssp585,2019,1,1.3881343071333276,
ssp585,2020,1,1.3498550998880887,
ssp585,2021,1,1.3627183180092288,
ssp585,2022,1,1.5143280540318074,
ssp585,2023,1,1.528400519609022,
ssp585,2024,1,1.453492511856382,
ssp585,2025,1,1.53363625477931,
ssp585,2026,1,1.6401062084419777,
ssp585,2027,1,1.8359568361114498,
ssp585,2028,1,1.7628102678091295,
ssp585,2029,1,1.7375633651873272,
ssp585,2030,1,1.9036649596282018,
ssp585,2031,1,1.9481512279714366,
ssp585,2032,1,2.021270222688031,
ssp585,2033,1,2.1762824593733967,
ssp585,2034,1,2.2408423315263235,
ssp585,2035,1,2.2511848811315076,
ssp585,2036,1,2.294357584407294,
ssp585,2037,1,2.3272138992280134,
ssp585,2038,1,2.3792665173698424,
ssp585,2039,1,2.483508342727191,
ssp585,2040,1,2.6762160938207558,
ssp585,2041,1,2.6880491616223594,
ssp585,2042,1,2.6491278705699983,
ssp585,2043,1,2.7254388840453885,
ssp585,2044,1,2.7155488752555925,
ssp585,2045,1,2.7588024755964966,
ssp585,2046,1,2.9452034661289304,
ssp585,2047,1,3.0859491646223205,
ssp585,2048,1,3.1054343201490724,
ssp585,2049,1,3.1031107610556887,
ssp585,2050,1,3.188169452425825,
ssp585,2051,1,3.450771754821062,
ssp585,2052,1,3.495402453921315,
ssp585,2053,1,3.430491093069236,
ssp585,2054,1,3.5185297717181925,
ssp585,2055,1,3.680846143387953,
ssp585,2056,1,3.6958125626582046,
ssp585,2057,1,3.7437657704002163,
ssp585,2058,1,3.6697746231601514,
ssp585,2059,1,3.8790352516622875,
ssp585,2060,1,4.086391970808734,
ssp585,2061,1,4.093282158020088,
ssp585,2062,1,4.1584381970570234,
ssp585,2063,1,4.319409138461538,
ssp585,2064,1,4.400542410143942,
ssp585,2065,1,4.467803889412664,
ssp585,2066,1,4.499006264126308,
ssp585,2067,1,4.605318706902779,
ssp585,2068,1,4.530315034266096,
ssp585,2069,1,4.696509254478826,
ssp585,2070,1,4.925590168586041,
ssp585,2071,1,4.93864105230881,
ssp585,2072,1,5.127659400272364,
ssp585,2073,1,5.104408335840105,
ssp585,2074,1,4.922301693637564,
ssp585,2075,1,5.089657941735311,
ssp585,2076,1,5.3866671623902675,
ssp585,2077,1,5.363715939327278,
ssp585,2078,1,5.448445932471202,
ssp585,2079,1,5.5562202757665204,
ssp585,2080,1,5.653430925830378,
ssp585,2081,1,5.716182417727509,
ssp585,2082,1,5.789247042003865,
ssp585,2083,1,5.837947501431984,
ssp585,2084,1,5.976979083150866,
ssp585,2085,1,6.021653852564668,
ssp585,2086,1,6.038839808035505,
ssp585,2087,1,6.181682267559211,
ssp585,2088,1,6.304104933985286,
ssp585,2089,1,6.5839689139386905,
ssp585,2090,1,6.53871529659159,
ssp585,2091,1,6.511714828367019,
ssp585,2092,1,6.597931290843519,
ssp585,2093,1,6.6355908448362015,
ssp585,2094,1,6.791601531171466,
ssp585,2095,1,7.0142232540869145,
ssp585,2096,1,7.085024786698625,
ssp585,2097,1,7.105213023520946,
ssp585,2098,1,7.2626290077432145,
ssp585,2099,1,7.107924366361146,
ssp585,2100,1,7.2528366825461035,
