scenario,year,n_models,mmm_K,std_K
ssp245,2098,5,3.1933814807457113,1.3313506265516986
ssp245,2099,5,3.125487561672389,1.2925191894395667
ssp245,2100,5,3.2578658875326143,1.3653874683538987
ssp370,1850,5,-0.0654294586361516,0.36327909330484215
ssp370,1851,5,0.07851782000733465,0.25659248858649736
ssp370,1852,5,-0.08474122625971177,0.23576042692224466
ssp370,1853,5,0.01699106408473199,0.11174036725221648
ssp370,1854,5,-0.005318036661901715,0.10435174131041408
ssp370,1855,5,-0.18411396581517464,0.23379968930148268
ssp370,1856,5,-0.03374547726053834,0.37645332347627364
ssp370,1857,5,0.11017569068211515,0.06849291782217608
ssp370,1858,5,0.08503455679540366,0.15260785823659603
ssp370,1859,5,0.06180517403847716,0.2900083587261904
ssp370,1860,5,0.029164802556874748,0.23008612858020397
ssp370,1861,5,0.04626369498805616,0.1903058110215203
ssp370,1862,5,-0.08912264262049803,0.14947104803175654
ssp370,1863,5,0.09997076288981362,0.24855022524663475
ssp370,1864,5,-0.059663964254218625,0.2811756967882068
ssp370,1865,5,-0.04928387508191463,0.10331907346286671
ssp370,1866,5,-0.19101802792798708,0.35194171553264236
ssp370,1867,5,-0.006621708479917743,0.13466416220156333
ssp370,1868,5,0.07217365483838875,0.1621466650223744
ssp370,1869,5,0.02668997831978004,0.2847119893385025
ssp370,1870,5,-0.03088600382898221,0.13630846654314832
ssp370,1871,5,0.09233098679186469,0.21831643513330135
ssp370,1872,5,0.25829842623946886,0.15798490451701
ssp370,1873,5,-0.050071143472473524,0.1829024300421445
ssp370,1874,5,-0.02271005044985941,0.15894193624245276
ssp370,1875,5,0.09206650174056677,0.20511288646926312
ssp370,1876,5,0.10666980351863913,0.30254465644716316
ssp370,1877,5,-0.05390671228926749,0.1718282479131213
ssp370,1878,5,-0.021293041882472608,0.1111956371243167
ssp370,1879,5,-0.022681607230731517,0.13063070859509143
ssp370,1880,5,0.12629595753232933,0.1938486660144797
ssp370,1881,5,0.12371207307372742,0.10027315012414122
ssp370,1882,5,-0.040701354419923064,0.11820450970251126
ssp370,1883,5,0.13684580534064708,0.28185473703602165
ssp370,1884,5,-0.19861433020083724,0.09117595687818357
ssp370,1885,5,-0.3121384821464289,0.27042790545423584
ssp370,1886,5,-0.15967640837029648,0.11217055629396158
ssp370,1887,5,-0.030167473106087073,0.1526239249791637
ssp370,1888,5,-0.0979507268941802,0.321202205034478
ssp370,1889,5,-0.1636740140119855,0.20921747315048644
ssp370,1890,5,-0.13385031250188603,0.24599721611487496
ssp370,1891,5,-0.1770737159567716,0.22210068327811755
ssp370,1892,5,0.0355212998407751,0.19362696196997214
ssp370,1893,5,0.016929907289966194,0.19451949999434603
ssp370,1894,5,0.2281397805291249,0.11943132686442745
ssp370,1895,5,0.10377105498762376,0.14616897833381812
ssp370,1896,5,0.15024957125880292,0.14104924544441533
ssp370,1897,5,0.04115937816419546,0.2273365639501095
ssp370,1898,5,-0.01758631013946115,0.3026696519088392
ssp370,1899,5,0.08207998844063695,0.180175400777317
ssp370,1900,5,0.08118233595059791,0.1308040950522165
ssp370,1901,5,-0.05295825711909856,0.24806503962188717
ssp370,1902,5,0.1735667165363907,0.22024970408516611
ssp370,1903,5,-0.28129233566368156,0.2975953518821322
ssp370,1904,5,-0.18307078122943493,0.2065688349325702
ssp370,1905,5,0.06621836127521874,0.1781026264369904
ssp370,1906,5,0.1382942477454435,0.1429831164333183
ssp370,1907,5,-0.025510788069573208,0.25051260175647194
ssp370,1908,5,0.09723118251869209,0.18157554006610474
ssp370,1909,5,0.13998518206861946,0.2673783161460555
ssp370,1910,5,-0.0401433797487357,0.1650867784603264
ssp370,1911,5,0.22899233727755472,0.2839774795251222
ssp370,1912,5,-0.06610808231183682,0.10860945906813387
ssp370,1913,5,-0.2216827975682918,0.26273984240069964
ssp370,1914,5,-0.1287053665538906,0.3131041085308595
ssp370,1915,5,0.08101351362728337,0.35349495863150615
ssp370,1916,5,0.08641550576612644,0.31508346538548077
ssp370,1917,5,-0.0375603426077646,0.27667720775299426
ssp370,1918,5,0.07825679891451501,0.25930991753362403
ssp370,1919,5,-0.01476620726496094,0.36182712756141616
ssp370,1920,5,0.1823378370908017,0.28855083791433145
ssp370,1921,5,0.20504521726595612,0.23200224119001847
ssp370,1922,5,0.13721054467763452,0.5249196927405255
ssp370,1923,5,0.12586820024647521,0.50789316957004
ssp370,1924,5,0.19313109641245774,0.21462013929163257
ssp370,1925,5,0.09536335805016734,0.2365572022589529
ssp370,1926,5,0.11540047385668686,0.35023867870053416
ssp370,1927,5,0.27554291651906626,0.30842801153240795
ssp370,1928,5,0.08737366598001017,0.3518931949672557
ssp370,1929,5,0.07906843512087107,0.520281385837776
ssp370,1930,5,0.1252194915446921,0.3536060246951057
ssp370,1931,5,0.12874383891111166,0.1727715757875741
ssp370,1932,5,0.18608751602785106,0.282677450980078
ssp370,1933,5,0.221765677411895,0.3115225646623985
ssp370,1934,5,0.29028165023318026,0.3481956352305382
ssp370,1935,5,0.09846462913827736,0.49098508385555306
ssp370,1936,5,0.2749975604529368,0.5910595708907314
ssp370,1937,5,0.12869012424839638,0.16124206582270903
ssp370,1938,5,0.06801126857914142,0.2407565414598296
ssp370,1939,5,0.002198254908171293,0.21221840684930668
ssp370,1940,5,0.07560448868741787,0.47150022744951403
ssp370,1941,5,0.024821886789413838,0.480117502183644
ssp370,1942,5,0.1654068865368231,0.13716814413322514
ssp370,1943,5,0.20521527624806596,0.37923650587354113
ssp370,1944,5,0.22487379965111814,0.308798882710066
ssp370,1945,5,0.18309710126371784,0.31695156959587967
ssp370,1946,5,0.20881868800986467,0.23282076450535874
ssp370,1947,5,0.2262089960810954,0.177924340691248
ssp370,1948,5,0.30256127136012767,0.40330712380740896
ssp370,1949,5,0.18514934106231068,0.4536810359011748
ssp370,1950,5,0.11490486270155316,0.2896113875091871
ssp370,1951,5,0.04186031073234062,0.35333823674622344
ssp370,1952,5,0.09306900257093957,0.3265807354602713
ssp370,1953,5,0.18213330949844247,0.41809352089799795
ssp370,1954,5,0.337828715569367,0.33495210545317605
ssp370,1955,5,0.3112781584266486,0.2194207790222952
ssp370,1956,5,0.3369777850570017,0.18623736823216683
ssp370,1957,5,0.19615381379129532,0.46794128767138615
ssp370,1958,5,0.2918051217682091,0.28339465934210667
ssp370,1959,5,0.28828468110211813,0.2057794310074904
ssp370,1960,5,0.20161025747386246,0.39471804033817925
ssp370,1961,5,0.11792467954049926,0.45900112048309955
ssp370,1962,5,0.15441361626903927,0.47986714499822936
ssp370,1963,5,0.1476465151442426,0.5273278067586399
ssp370,1964,5,0.03198241778168267,0.5880864640069842
ssp370,1965,5,-0.0008227901686950645,0.5343573565963566
ssp370,1966,5,0.04855401400125174,0.5145812698137078
ssp370,1967,5,0.08566241194754412,0.5944929133112953
ssp370,1968,5,0.0955396819697171,0.5743172712972999
ssp370,1969,5,-0.04636617520893651,0.7261949037427413
ssp370,1970,5,-0.09230385040992814,0.6487912742381937
ssp370,1971,5,-0.11264294950958628,0.8416583007765275
ssp370,1972,5,0.020188759702102745,0.5067139240741504
ssp370,1973,5,0.03573411606531636,0.6574716028997427
ssp370,1974,5,-0.02391718193291581,0.6711587900957364
ssp370,1975,5,-0.05686831812431592,0.6898107163987353
ssp370,1976,5,0.033446684937166536,0.8342693420930158
ssp370,1977,5,-0.1234745820308035,0.7288911930268744
ssp370,1978,5,0.008502226670339041,0.6326215337383588
ssp370,1979,5,-0.13131102748704962,0.653288701504662
ssp370,1980,5,0.18351421886829938,0.7367080206544778
ssp370,1981,5,0.046377012644279604,0.6861761663504734
ssp370,1982,5,0.012829547853039002,0.6285007180130847
ssp370,1983,5,-0.03361340064757314,0.49115810863367
ssp370,1984,5,-0.009376860450549885,0.5404569875359755
ssp370,1985,5,0.037082730826784885,0.5191048802589388
ssp370,1986,5,0.2768562177867011,0.5432151572728571
ssp370,1987,5,0.2294444461741591,0.5323284921988337
ssp370,1988,5,0.2575760302559388,0.5460785155676084
ssp370,1989,5,0.43591099125231947,0.5498463870159284
ssp370,1990,5,0.5320804556865824,0.35435325405584767
ssp370,1991,5,0.3943711849484771,0.4749944114597208
ssp370,1992,5,0.15884740107488823,0.5189234523305308
ssp370,1993,5,0.2845291304829516,0.433036965061059
ssp370,1994,5,0.29344066705564276,0.5117649329337953
ssp370,1995,5,0.3487297126397834,0.5643293149848367
ssp370,1996,5,0.5681328685339053,0.42110524890796
ssp370,1997,5,0.5257781748331581,0.39226402937925564
ssp370,1998,5,0.5509491227164744,0.35815464779238226
ssp370,1999,5,0.6426564274448652,0.256383584111687
ssp370,2000,5,0.6978545916120652,0.19960759202219022
ssp370,2001,5,0.7311112630023672,0.197421443694275
ssp370,2002,5,0.7564402357128188,0.31768879223847163
ssp370,2003,5,0.9527841147906428,0.45205967066699104
ssp370,2004,5,0.8156602220454147,0.4080890531268982
ssp370,2005,5,1.004892440334936,0.385483253709265
ssp370,2006,5,0.8755314041526049,0.46638679282484097
ssp370,2007,5,0.9602257955041977,0.4567384504512395
ssp370,2008,5,1.0492050670353592,0.2787835062832939
ssp370,2009,5,1.09814934431389,0.45813575758793934
ssp370,2010,5,1.0632847960549157,0.46320301224134336
ssp370,2011,5,1.147793686655484,0.36577177461575777
ssp370,2012,5,1.203201331352841,0.4713617849038632
ssp370,2013,5,1.1742278951975436,0.33647421321042537
ssp370,2014,5,1.3054188316198974,0.4275409518235676
ssp370,2015,5,1.3135957011717552,0.3338186238790211
ssp370,2016,5,1.3206916987266595,0.38418086250692224
ssp370,2017,5,1.4531990889743043,0.3986825724744538
ssp370,2018,5,1.4481148316197618,0.4167761072875176
ssp370,2019,5,1.4447194167298107,0.27042925451419236
ssp370,2020,5,1.3133750464636704,0.31354460209247853
ssp370,2021,5,1.5110692049850514,0.1970376257421828
ssp370,2022,5,1.544420967912174,0.37398614960292664
ssp370,2023,5,1.6142868821770207,0.4373050331681499
ssp370,2024,5,1.5596680705705352,0.27711751142966745
ssp370,2025,5,1.5295471124091364,0.4947090626045997
ssp370,2026,5,1.807409846756832,0.45071921506616025
ssp370,2027,5,1.650714672350648,0.34130863126547545
ssp370,2028,5,1.4265298232051578,0.3191839897937857
ssp370,2029,5,1.64682917685858,0.44956614482692414
ssp370,2030,5,1.6425658813305062,0.5018262999449515
ssp370,2031,5,1.7625409520508697,0.5433588787549006
ssp370,2032,5,1.9033807447869777,0.6793600618143628
ssp370,2033,5,1.7662540073533706,0.5789015818034107
ssp370,2034,5,1.9192266528306732,0.7599543704905315
ssp370,2035,5,1.9697912726100981,0.6572554547362771
ssp370,2036,5,1.885601273036491,0.6666254778241112
ssp370,2037,5,1.986717316934937,0.4231769314084531
ssp370,2038,5,1.9624946573610031,0.4143552182180063
ssp370,2039,5,2.1590936057700105,0.6637000156392389
ssp370,2040,5,2.0931747186704115,0.7237197889362159
ssp370,2041,5,2.153127662808038,0.6141103861067574
ssp370,2042,5,2.1878787537169844,0.5349717450375268
ssp370,2043,5,2.2471842504961046,0.5247587866318201
ssp370,2044,5,2.0987121752701228,0.5058882128297356
ssp370,2045,5,2.282735467447219,0.6683976089316205
ssp370,2046,5,2.4386986644126067,0.7712562301349444
ssp370,2047,5,2.506489637627567,0.7223104595001449
ssp370,2048,5,2.442848985227033,0.615792047063383
ssp370,2049,5,2.539343763900649,0.6136529889564347
ssp370,2050,5,2.508434694224172,0.5701309814324641
ssp370,2051,5,2.6198600900230757,0.7182320110451034
ssp370,2052,5,2.720480792449621,0.6468055893483532
ssp370,2053,5,2.7849143645035497,0.6807576599055856
ssp370,2054,5,2.868535745895508,0.8100395398207729
ssp370,2055,5,2.8585867945242627,0.8648966126269814
ssp370,2056,5,2.6932517112912593,0.7845451727774142
ssp370,2057,5,2.820647524842741,0.7360370136571748
ssp370,2058,5,2.903588704912818,0.6369492321316522
ssp370,2059,5,3.002058104077753,0.6309866755336907
ssp370,2060,5,2.8133685801788033,0.6758424718832685
ssp370,2061,5,2.8964571478783228,0.6753508771408425
ssp370,2062,5,2.8889247041981094,0.4861467989652226
ssp370,2063,5,3.0346441890192866,0.6859513832437177
ssp370,2064,5,3.088616132016239,0.7774224742350884
ssp370,2065,5,3.035369824755628,0.7977993366380872
ssp370,2066,5,3.209251650355111,0.7504119369689944
ssp370,2067,5,3.3276530631750347,0.8471566056304364
ssp370,2068,5,3.1606989200520728,0.8250847117856908
ssp370,2069,5,3.3525540172253274,0.6409453598521657
ssp370,2070,5,3.2878254067668875,0.8287266286999115
ssp370,2071,5,3.2811119426685535,0.8619418912865477
ssp370,2072,5,3.5818077534522557,0.861109269209456
ssp370,2073,5,3.504949374221178,0.760165441397374
ssp370,2074,5,3.6252553614128034,0.903640069780054
ssp370,2075,5,3.4903730931439783,0.8562769633464317
ssp370,2076,5,3.615405241239091,0.8985489754774172
ssp370,2077,5,3.5011628345263035,0.9224649588862488
ssp370,2078,5,3.591802874821508,1.0272533267443982
ssp370,2079,5,3.6808570633587463,1.080068389948277
ssp370,2080,5,3.615311803342024,1.0264912110838431
ssp370,2081,5,3.727862434647238,1.170378837990949
ssp370,2082,5,3.920034491473234,1.1580038674684867
ssp370,2083,5,3.8932306399460117,1.1366493332961516
ssp370,2084,5,3.9169638041608437,1.1928128563122287
ssp370,2085,5,4.221484896239917,1.2117546021633956
ssp370,2086,5,4.110776912277084,1.160071076164603
ssp370,2087,5,4.1037435891370935,1.1312225537266114
ssp370,2088,5,4.3102646636409645,1.2212085357407834
ssp370,2089,5,4.436730953724918,1.1767682249314564
ssp370,2090,5,4.370130967001296,1.2727108791988568
ssp370,2091,5,4.438732933074505,1.5402267231071352
ssp370,2092,5,4.514150444165546,1.502390712047785
ssp370,2093,5,4.625838299048189,1.5736174151851212
ssp370,2094,5,4.670648336069337,1.5063656736526199
ssp370,2095,5,4.69843359305911,1.6178104888540539
ssp370,2096,5,4.698902448805188,1.5904679545012081
ssp370,2097,5,4.733070827841516,1.6394566852229662
ssp370,2098,5,4.732905363035684,1.7685357244612974
ssp370,2099,5,4.700439408888156,1.672230681383013
ssp370,2100,5,4.81392698844868,1.716388953132105
ssp585,1850,5,-0.0654294586361516,0.36327909330484215
ssp585,1851,5,0.07851782000733465,0.25659248858649736
ssp585,1852,5,-0.08474122625971177,0.23576042692224466
ssp585,1853,5,0.01699106408473199,0.11174036725221648
ssp585,1854,5,-0.005318036661901715,0.10435174131041408
ssp585,1855,5,-0.18411396581517464,0.23379968930148268
ssp585,1856,5,-0.03374547726053834,0.37645332347627364
ssp585,1857,5,0.11017569068211515,0.06849291782217608
ssp585,1858,5,0.08503455679540366,0.15260785823659603
ssp585,1859,5,0.06180517403847716,0.2900083587261904
ssp585,1860,5,0.029164802556874748,0.23008612858020397
ssp585,1861,5,0.04626369498805616,0.1903058110215203
ssp585,1862,5,-0.08912264262049803,0.14947104803175654
ssp585,1863,5,0.09997076288981362,0.24855022524663475
ssp585,1864,5,-0.059663964254218625,0.2811756967882068
ssp585,1865,5,-0.04928387508191463,0.10331907346286671
ssp585,1866,5,-0.19101802792798708,0.35194171553264236
ssp585,1867,5,-0.006621708479917743,0.13466416220156333
ssp585,1868,5,0.07217365483838875,0.1621466650223744
ssp585,1869,5,0.02668997831978004,0.2847119893385025
ssp585,1870,5,-0.03088600382898221,0.13630846654314832
ssp585,1871,5,0.09233098679186469,0.21831643513330135
ssp585,1872,5,0.25829842623946886,0.15798490451701
ssp585,1873,5,-0.050071143472473524,0.1829024300421445
ssp585,1874,5,-0.02271005044985941,0.15894193624245276
ssp585,1875,5,0.09206650174056677,0.20511288646926312
ssp585,1876,5,0.10666980351863913,0.30254465644716316
ssp585,1877,5,-0.05390671228926749,0.1718282479131213
ssp585,1878,5,-0.021293041882472608,0.1111956371243167
ssp585,1879,5,-0.022681607230731517,0.13063070859509143
ssp585,1880,5,0.12629595753232933,0.1938486660144797
ssp585,1881,5,0.12371207307372742,0.10027315012414122
ssp585,1882,5,-0.040701354419923064,0.11820450970251126
ssp585,1883,5,0.13684580534064708,0.28185473703602165
ssp585,1884,5,-0.19861433020083724,0.09117595687818357
ssp585,1885,5,-0.3121384821464289,0.27042790545423584
ssp585,1886,5,-0.15967640837029648,0.11217055629396158
ssp585,1887,5,-0.030167473106087073,0.1526239249791637
ssp585,1888,5,-0.0979507268941802,0.321202205034478
ssp585,1889,5,-0.1636740140119855,0.20921747315048644
ssp585,1890,5,-0.13385031250188603,0.24599721611487496
ssp585,1891,5,-0.1770737159567716,0.22210068327811755
ssp585,1892,5,0.0355212998407751,0.19362696196997214
ssp585,1893,5,0.016929907289966194,0.19451949999434603
ssp585,1894,5,0.2281397805291249,0.11943132686442745
ssp585,1895,5,0.10377105498762376,0.14616897833381812
ssp585,1896,5,0.15024957125880292,0.14104924544441533
ssp585,1897,5,0.04115937816419546,0.2273365639501095
ssp585,1898,5,-0.01758631013946115,0.3026696519088392
ssp585,1899,5,0.08207998844063695,0.180175400777317
ssp585,1900,5,0.08118233595059791,0.1308040950522165
ssp585,1901,5,-0.05295825711909856,0.24806503962188717
ssp585,1902,5,0.1735667165363907,0.22024970408516611
ssp585,1903,5,-0.28129233566368156,0.2975953518821322
ssp585,1904,5,-0.18307078122943493,0.2065688349325702
ssp585,1905,5,0.06621836127521874,0.1781026264369904
ssp585,1906,5,0.1382942477454435,0.1429831164333183
ssp585,1907,5,-0.025510788069573208,0.25051260175647194
ssp585,1908,5,0.09723118251869209,0.18157554006610474
ssp585,1909,5,0.13998518206861946,0.2673783161460555
ssp585,1910,5,-0.0401433797487357,0.1650867784603264
ssp585,1911,5,0.22899233727755472,0.2839774795251222
ssp585,1912,5,-0.06610808231183682,0.10860945906813387
ssp585,1913,5,-0.2216827975682918,0.26273984240069964
ssp585,1914,5,-0.1287053665538906,0.3131041085308595
ssp585,1915,5,0.08101351362728337,0.35349495863150615
ssp585,1916,5,0.08641550576612644,0.31508346538548077
ssp585,1917,5,-0.0375603426077646,0.27667720775299426
ssp585,1918,5,0.07825679891451501,0.25930991753362403
ssp585,1919,5,-0.01476620726496094,0.36182712756141616
ssp585,1920,5,0.1823378370908017,0.28855083791433145
ssp585,1921,5,0.20504521726595612,0.23200224119001847
ssp585,1922,5,0.13721054467763452,0.5249196927405255
ssp585,1923,5,0.12586820024647521,0.50789316957004
ssp585,1924,5,0.19313109641245774,0.21462013929163257
ssp585,1925,5,0.09536335805016734,0.2365572022589529
ssp585,1926,5,0.11540047385668686,0.35023867870053416
ssp585,1927,5,0.27554291651906626,0.30842801153240795
ssp585,1928,5,0.08737366598001017,0.3518931949672557
ssp585,1929,5,0.07906843512087107,0.520281385837776
ssp585,1930,5,0.1252194915446921,0.3536060246951057
ssp585,1931,5,0.12874383891111166,0.1727715757875741
ssp585,1932,5,0.18608751602785106,0.282677450980078
ssp585,1933,5,0.221765677411895,0.3115225646623985
ssp585,1934,5,0.29028165023318026,0.3481956352305382
ssp585,1935,5,0.09846462913827736,0.49098508385555306
ssp585,1936,5,0.2749975604529368,0.5910595708907314
ssp585,1937,5,0.12869012424839638,0.16124206582270903
ssp585,1938,5,0.06801126857914142,0.2407565414598296
ssp585,1939,5,0.002198254908171293,0.21221840684930668
ssp585,1940,5,0.07560448868741787,0.47150022744951403
ssp585,1941,5,0.024821886789413838,0.480117502183644
ssp585,1942,5,0.1654068865368231,0.13716814413322514
ssp585,1943,5,0.20521527624806596,0.37923650587354113
ssp585,1944,5,0.22487379965111814,0.308798882710066
ssp585,1945,5,0.18309710126371784,0.31695156959587967
ssp585,1946,5,0.20881868800986467,0.23282076450535874
ssp585,1947,5,0.2262089960810954,0.177924340691248
ssp585,1948,5,0.30256127136012767,0.40330712380740896
ssp585,1949,5,0.18514934106231068,0.4536810359011748
ssp585,1950,5,0.11490486270155316,0.2896113875091871
ssp585,1951,5,0.04186031073234062,0.35333823674622344
ssp585,1952,5,0.09306900257093957,0.3265807354602713
ssp585,1953,5,0.18213330949844247,0.41809352089799795
ssp585,1954,5,0.337828715569367,0.33495210545317605
ssp585,1955,5,0.3112781584266486,0.2194207790222952
ssp585,1956,5,0.3369777850570017,0.18623736823216683
ssp585,1957,5,0.19615381379129532,0.46794128767138615
ssp585,1958,5,0.2918051217682091,0.28339465934210667
ssp585,1959,5,0.28828468110211813,0.2057794310074904
ssp585,1960,5,0.20161025747386246,0.39471804033817925
ssp585,1961,5,0.11792467954049926,0.45900112048309955
ssp585,1962,5,0.15441361626903927,0.47986714499822936
ssp585,1963,5,0.1476465151442426,0.5273278067586399
ssp585,1964,5,0.03198241778168267,0.5880864640069842
ssp585,1965,5,-0.0008227901686950645,0.5343573565963566
ssp585,1966,5,0.04855401400125174,0.5145812698137078
ssp585,1967,5,0.08566241194754412,0.5944929133112953
ssp585,1968,5,0.0955396819697171,0.5743172712972999
ssp585,1969,5,-0.04636617520893651,0.7261949037427413
ssp585,1970,5,-0.09230385040992814,0.6487912742381937
ssp585,1971,5,-0.11264294950958628,0.8416583007765275
ssp585,1972,5,0.020188759702102745,0.5067139240741504
ssp585,1973,5,0.03573411606531636,0.6574716028997427
ssp585,1974,5,-0.02391718193291581,0.6711587900957364
ssp585,1975,5,-0.05686831812431592,0.6898107163987353
ssp585,1976,5,0.033446684937166536,0.8342693420930158
ssp585,1977,5,-0.1234745820308035,0.7288911930268744
ssp585,1978,5,0.008502226670339041,0.6326215337383588
ssp585,1979,5,-0.13131102748704962,0.653288701504662
ssp585,1980,5,0.18351421886829938,0.7367080206544778
ssp585,1981,5,0.046377012644279604,0.6861761663504734
ssp585,1982,5,0.012829547853039002,0.6285007180130847
ssp585,1983,5,-0.03361340064757314,0.49115810863367
ssp585,1984,5,-0.009376860450549885,0.5404569875359755
ssp585,1985,5,0.037082730826784885,0.5191048802589388
ssp585,1986,5,0.2768562177867011,0.5432151572728571
ssp585,1987,5,0.2294444461741591,0.5323284921988337
ssp585,1988,5,0.2575760302559388,0.5460785155676084
ssp585,1989,5,0.43591099125231947,0.5498463870159284
ssp585,1990,5,0.5320804556865824,0.35435325405584767
ssp585,1991,5,0.3943711849484771,0.4749944114597208
ssp585,1992,5,0.15884740107488823,0.5189234523305308
ssp585,1993,5,0.2845291304829516,0.433036965061059
ssp585,1994,5,0.29344066705564276,0.5117649329337953
ssp585,1995,5,0.3487297126397834,0.5643293149848367
ssp585,1996,5,0.5681328685339053,0.42110524890796
ssp585,1997,5,0.5257781748331581,0.39226402937925564
ssp585,1998,5,0.5509491227164744,0.35815464779238226
ssp585,1999,5,0.6426564274448652,0.256383584111687
ssp585,2000,5,0.6978545916120652,0.19960759202219022
ssp585,2001,5,0.7311112630023672,0.197421443694275
ssp585,2002,5,0.7564402357128188,0.31768879223847163
ssp585,2003,5,0.9527841147906428,0.45205967066699104
ssp585,2004,5,0.8156602220454147,0.4080890531268982
ssp585,2005,5,1.004892440334936,0.385483253709265
ssp585,2006,5,0.8755314041526049,0.46638679282484097
ssp585,2007,5,0.9602257955041977,0.4567384504512395
ssp585,2008,5,1.0492050670353592,0.2787835062832939
ssp585,2009,5,1.09814934431389,0.45813575758793934
ssp585,2010,5,1.0632847960549157,0.46320301224134336
ssp585,2011,5,1.147793686655484,0.36577177461575777
ssp585,2012,5,1.203201331352841,0.4713617849038632
ssp585,2013,5,1.1742278951975436,0.33647421321042537
ssp585,2014,5,1.3054188316198974,0.4275409518235676
ssp585,2015,5,1.2351843115688212,0.47748513766722145
ssp585,2016,5,1.2148643030183393,0.6148101902043044
ssp585,2017,5,1.453332864653055,0.49110753606030133
ssp585,2018,5,1.4002989134549353,0.454527353086625
ssp585,2019,5,1.5001507754214913,0.4393034002539246
ssp585,2020,5,1.2616555591562246,0.3472263175445487
ssp585,2021,5,1.375271241682458,0.2929010750935861
ssp585,2022,5,1.5386483777612852,0.32029045941264667
ssp585,2023,5,1.4799619304400948,0.3074251012812828
ssp585,2024,5,1.5465266842314804,0.5044410583876665
ssp585,2025,5,1.5206338787628284,0.49033917400315435
ssp585,2026,5,1.517054144547012,0.49609207219864315
ssp585,2027,5,1.6539726563175576,0.49306338684808837
ssp585,2028,5,1.6254923633646854,0.406819740678852
ssp585,2029,5,1.7633164332732805,0.5640737453116252
ssp585,2030,5,1.6874601046835096,0.5102680427015281
ssp585,2031,5,1.6439346759852924,0.5097860306714644
ssp585,2032,5,1.8081260320030423,0.5494331387102788
ssp585,2033,5,1.7225225500430725,0.4150351492282452
ssp585,2034,5,1.9113840880316046,0.5702492144971055
ssp585,2035,5,1.9668452749230938,0.5140911713201748
ssp585,2036,5,2.1282103277079614,0.5783367467383386
ssp585,2037,5,2.160525635701174,0.5517215720004489
ssp585,2038,5,2.163363392191866,0.5675364487910874
ssp585,2039,5,2.092420811576653,0.5632790826566513
ssp585,2040,5,2.271838049669293,0.5821593440787832
ssp585,2041,5,2.2094517448900204,0.5337661944240624
ssp585,2042,5,2.295173041169517,0.6370479133316393
ssp585,2043,5,2.3740202392629044,0.5644403383360744
ssp585,2044,5,2.415965539372894,0.7631233733072968
ssp585,2045,5,2.4359947313219665,0.6214992019412386
ssp585,2046,5,2.4339032247870476,0.8227058264071594
ssp585,2047,5,2.6175803312988366,0.9850466850531145
ssp585,2048,5,2.676998358131732,0.651829811903016
ssp585,2049,5,2.7275936953858606,0.7054773784667335
ssp585,2050,5,2.7425883845326213,0.8822617927389572
ssp585,2051,5,2.816323421457105,0.6795472588776253
ssp585,2052,5,2.8818817219716606,0.8116598632699983
ssp585,2053,5,3.0388695697650405,0.840697424833804
ssp585,2054,5,3.1190309129871365,0.8825450420799215
ssp585,2055,5,3.024133966485897,0.902059122561193
ssp585,2056,5,3.018535169297911,1.0046518133704572
ssp585,2057,5,3.2163112504253037,0.8899500361625252
ssp585,2058,5,3.0110813140214985,0.8847960589634071
ssp585,2059,5,3.0925276596095954,0.9117508132673935
ssp585,2060,5,3.3535292005378325,1.149389996978279
ssp585,2061,5,3.4100463786646857,1.0577679305277443
ssp585,2062,5,3.524171756010651,0.9745530389190182
ssp585,2063,5,3.4334703810317366,1.0464239461420546
ssp585,2064,5,3.423149977664707,1.130314316618221
ssp585,2065,5,3.6943773513881184,1.0783390721925201
ssp585,2066,5,3.5733027048164674,1.206226651911076
ssp585,2067,5,3.5747377802374674,1.1652738131226577
ssp585,2068,5,3.7003854510430303,0.9970506691037156
ssp585,2069,5,3.8449367949510247,1.0239077179586829
ssp585,2070,5,3.8057827886146924,1.385233342048663
ssp585,2071,5,3.951300646137395,1.3014304702657844
ssp585,2072,5,3.9885036216265464,1.2919039727327608
ssp585,2073,5,4.045413478412707,1.2821306497958265
ssp585,2074,5,4.017465836731185,1.2500018304579974
ssp585,2075,5,4.004514853021431,1.3545702851272752
ssp585,2076,5,4.049757568073369,1.3682783767523532
ssp585,2077,5,4.135575775872576,1.3469341225002431
ssp585,2078,5,4.292100366162958,1.5555271895241194
ssp585,2079,5,4.2825528172527925,1.6042299402906304
ssp585,2080,5,4.420086985308148,1.6654608530010127
ssp585,2081,5,4.638404977972084,1.558316405413897
ssp585,2082,5,4.7250435627658245,1.45370533156237
ssp585,2083,5,4.736335625869299,1.6154504368174412
ssp585,2084,5,4.891364499375788,1.5098828235147468
ssp585,2085,5,4.820768011654695,1.6220040309017933
ssp585,2086,5,4.907758313673549,1.7148451689287312
ssp585,2087,5,5.126146387691586,1.6511985167170065
ssp585,2088,5,5.110446604480001,1.5881066382267786
ssp585,2089,5,5.314705104545032,1.6437329455901384
ssp585,2090,5,5.3761993522173155,1.8512723609998545
ssp585,2091,5,5.380352243533207,1.7044049875302514
ssp585,2092,5,5.440641191290274,1.809409803320654
ssp585,2093,5,5.384551484357985,1.8971409279821814
ssp585,2094,5,5.378023289077487,1.8569150881222571
ssp585,2095,5,5.545000863890482,1.95983999940118
ssp585,2096,5,5.506336225043799,1.9554838051148071
