model,scenario,experiment_part,year,tas_anomaly_K
mpi-esm1-2-hr,ssp370,historical,1850,0.058359357021686264
mpi-esm1-2-hr,ssp370,historical,1851,0.147263978076694
mpi-esm1-2-hr,ssp370,historical,1852,0.1329473064922695
mpi-esm1-2-hr,ssp370,historical,1853,0.08462717874328973
mpi-esm1-2-hr,ssp370,historical,1854,-0.093753445188554
mpi-esm1-2-hr,ssp370,historical,1855,-0.23451438011926484
mpi-esm1-2-hr,ssp370,historical,1856,-0.5681811519568782
mpi-esm1-2-hr,ssp370,historical,1857,0.1851424382147684
mpi-esm1-2-hr,ssp370,historical,1858,0.11641106835975279
mpi-esm1-2-hr,ssp370,historical,1859,-0.41808327518185706
mpi-esm1-2-hr,ssp370,historical,1860,-0.09850675925679298
mpi-esm1-2-hr,ssp370,historical,1861,-0.0004848722647921022
mpi-esm1-2-hr,ssp370,historical,1862,0.01418852985398189
mpi-esm1-2-hr,ssp370,historical,1863,0.03356073286050787
mpi-esm1-2-hr,ssp370,historical,1864,-0.27519354952306685
mpi-esm1-2-hr,ssp370,historical,1865,-0.20538767967133253
mpi-esm1-2-hr,ssp370,historical,1866,-0.0808868064843864
mpi-esm1-2-hr,ssp370,historical,1867,0.06144229881965657
mpi-esm1-2-hr,ssp370,historical,1868,0.19700130750038625
mpi-esm1-2-hr,ssp370,historical,1869,0.08216252747939734
mpi-esm1-2-hr,ssp370,historical,1870,-0.15044106389308354
mpi-esm1-2-hr,ssp370,historical,1871,0.42540380149688417
mpi-esm1-2-hr,ssp370,historical,1872,0.20340588931384218
mpi-esm1-2-hr,ssp370,historical,1873,-0.07925278302866445
mpi-esm1-2-hr,ssp370,historical,1874,-0.013859770542978822
mpi-esm1-2-hr,ssp370,historical,1875,-0.1270419968533929
mpi-esm1-2-hr,ssp370,historical,1876,-0.013365163814455627
mpi-esm1-2-hr,ssp370,historical,1877,-0.11308065303757076
mpi-esm1-2-hr,ssp370,historical,1878,0.00893545277699559
mpi-esm1-2-hr,ssp370,historical,1879,0.05922324914968158
mpi-esm1-2-hr,ssp370,historical,1880,0.24835371670627637
mpi-esm1-2-hr,ssp370,historical,1881,0.22933892738234363
mpi-esm1-2-hr,ssp370,historical,1882,-0.2377274536052596
mpi-esm1-2-hr,ssp370,historical,1883,0.2586834415905628
mpi-esm1-2-hr,ssp370,historical,1884,-0.27896716209744454
mpi-esm1-2-hr,ssp370,historical,1885,-0.19443042603484173
mpi-esm1-2-hr,ssp370,historical,1886,-0.002053280789823475
mpi-esm1-2-hr,ssp370,historical,1887,0.17845132798674967
mpi-esm1-2-hr,ssp370,historical,1888,0.283947225136842
mpi-esm1-2-hr,ssp370,historical,1889,0.09940086682416904
mpi-esm1-2-hr,ssp370,historical,1890,0.29199938613777476
mpi-esm1-2-hr,ssp370,historical,1891,0.08522836126121547
mpi-esm1-2-hr,ssp370,historical,1892,-0.003323796764107101
mpi-esm1-2-hr,ssp370,historical,1893,0.07670123677360152
mpi-esm1-2-hr,ssp370,historical,1894,0.4339072463185403
mpi-esm1-2-hr,ssp370,historical,1895,-0.056194989322307265
mpi-esm1-2-hr,ssp370,historical,1896,0.06112179760850722
mpi-esm1-2-hr,ssp370,historical,1897,-0.21024046243871908
mpi-esm1-2-hr,ssp370,historical,1898,-0.4907292026268806
mpi-esm1-2-hr,ssp370,historical,1899,-0.058878648598238215
