model,scenario,experiment_part,year,tas_anomaly_K
gfdl-esm4,ssp585,historical,1850,-0.26922111814894834
gfdl-esm4,ssp585,historical,1851,-0.10513966542220032
gfdl-esm4,ssp585,historical,1852,-0.12626286795932629
gfdl-esm4,ssp585,historical,1853,-0.17082828071522727
gfdl-esm4,ssp585,historical,1854,-0.05608570911874722
gfdl-esm4,ssp585,historical,1855,-0.11334736428898395
gfdl-esm4,ssp585,historical,1856,-0.12859370689545813
gfdl-esm4,ssp585,historical,1857,0.03918025607737263
gfdl-esm4,ssp585,historical,1858,-0.09235853980715092
gfdl-esm4,ssp585,historical,1859,0.16919102721169565
gfdl-esm4,ssp585,historical,1860,-0.007061047334502746
gfdl-esm4,ssp585,historical,1861,0.05208628727564246
gfdl-esm4,ssp585,historical,1862,-0.31118746930337693
gfdl-esm4,ssp585,historical,1863,0.12077542361714677
gfdl-esm4,ssp585,historical,1864,0.17267304900650515
gfdl-esm4,ssp585,historical,1865,0.08491664470443538
gfdl-esm4,ssp585,historical,1866,0.23804712454062837
gfdl-esm4,ssp585,historical,1867,-0.012003325427485834
gfdl-esm4,ssp585,historical,1868,-0.02710969934202012
gfdl-esm4,ssp585,historical,1869,0.3335330825667029
gfdl-esm4,ssp585,historical,1870,-0.10655814148924492
gfdl-esm4,ssp585,historical,1871,-0.07439790864856377
gfdl-esm4,ssp585,historical,1872,0.36636645704675175
gfdl-esm4,ssp585,historical,1873,0.23391488766537805
gfdl-esm4,ssp585,historical,1874,0.20484120445320286
gfdl-esm4,ssp585,historical,1875,-0.005509939498608674
gfdl-esm4,ssp585,historical,1876,0.024316214266491443
gfdl-esm4,ssp585,historical,1877,-0.15419806920886003
gfdl-esm4,ssp585,historical,1878,-0.10456945316059318
gfdl-esm4,ssp585,historical,1879,0.07226269290259779
gfdl-esm4,ssp585,historical,1880,-0.0022299761023418796
gfdl-esm4,ssp585,historical,1881,0.05052834948742202
gfdl-esm4,ssp585,historical,1882,0.07498665179798536
gfdl-esm4,ssp585,historical,1883,0.4981341134498507
gfdl-esm4,ssp585,historical,1884,-0.30391010045138955
gfdl-esm4,ssp585,historical,1885,-0.11625661653090447
gfdl-esm4,ssp585,historical,1886,-0.10355691787560772
gfdl-esm4,ssp585,historical,1887,-0.09887990022900794
gfdl-esm4,ssp585,historical,1888,-0.3217045321125056
gfdl-esm4,ssp585,historical,1889,-0.3224356543429394
gfdl-esm4,ssp585,historical,1890,-0.14698111166433137
gfdl-esm4,ssp585,historical,1891,-0.18967370265431782
gfdl-esm4,ssp585,historical,1892,-0.1441500445395718
gfdl-esm4,ssp585,historical,1893,-0.012551711225341933
gfdl-esm4,ssp585,historical,1894,0.20950467639937642
gfdl-esm4,ssp585,historical,1895,0.012661404043114999
gfdl-esm4,ssp585,historical,1896,0.25139483387602013
